"date","state","si"
2020-04-01,Оренбургская область,3.35
2020-04-01,Сахалинская область,2.8
2020-04-01,Калужская область,3.3
2020-04-01,Приморский край,2.6399999999999997
2020-04-01,Ивановская область,3.3000000000000003
2020-04-01,Республика Адыгея,3.4
2020-04-01,Архангельская область,3.5
2020-04-01,Алтайский край,3.175
2020-04-01,Калининградская область,3.6
2020-04-01,Курская область,3.45
2020-04-01,Псковская область,3.45
2020-04-01,Удмуртская Республика,3.625
2020-04-01,Республика Ингушетия,3.3
2020-04-01,Воронежская область,3.45
2020-04-01,Чеченская Республика,3.375
2020-04-01,Республика Калмыкия,3.6
2020-04-01,Карачаево-Черкесская Республика,3
2020-04-01,Костромская область,3.6
2020-04-01,Омская область,3.4
2020-04-01,Республика Крым,3.566666666666667
2020-04-01,Ярославская область,3.4
2020-04-01,Санкт-Петербург и Ленинградская область,3.546153846153847
2020-04-01,Республика Коми,3.733333333333334
2020-04-01,Вологодская область,3.65
2020-04-01,Хабаровский край,2.8
2020-04-01,Липецкая область,3.55
2020-04-01,Томская область,3.15
2020-04-01,Смоленская область,3.2000000000000006
2020-04-01,Курганская область,3
2020-04-01,Нижегородская область,3.4499999999999997
2020-04-01,Тверская область,3.3
2020-04-01,Орловская область,3.3
2020-04-01,Краснодарский край,3.5533333333333332
2020-04-01,Амурская область,2.5666666666666664
2020-04-01,Ставропольский край,3.5555555555555554
2020-04-01,Республика Тыва,2
2020-04-01,Владимирская область,3.6799999999999997
2020-04-01,Иркутская область,3.1666666666666665
2020-04-01,Республика Бурятия,3.7
2020-04-01,Ямало-Ненецкий автономный округ,3.15
2020-04-01,Республика Мордовия,3.2
2020-04-01,Республика Дагестан,3.233333333333333
2020-04-01,Белгородская область,3.266666666666667
2020-04-02,Вологодская область,3.7
2020-04-02,Пермский край,4.042857142857143
2020-04-02,Камчатский край,2.7
2020-04-02,Республика Башкортостан,3.7833333333333337
2020-04-02,Карачаево-Черкесская Республика,3.2
2020-04-02,Ростовская область,3.5090909090909093
2020-04-02,Нижегородская область,3.4749999999999996
2020-04-02,Санкт-Петербург и Ленинградская область,3.56923076923077
2020-04-02,Москва,3.479545454545455
2020-04-02,Тамбовская область,3.3499999999999996
2020-04-02,Ставропольский край,3.677777777777778
2020-04-02,Республика Алтай,2.4
2020-04-02,Тульская область,3.35
2020-04-02,Республика Дагестан,3.766666666666667
2020-04-02,Мурманская область,3.8000000000000003
2020-04-02,Белгородская область,3.233333333333333
2020-04-02,Республика Мордовия,3.2
2020-04-02,Владимирская область,3.7
2020-04-02,Кемеровская область (Кузбасс),2.8777777777777773
2020-04-02,Пензенская область,3.6
2020-04-02,Кировская область,3.55
2020-04-02,Республика Хакасия,3
2020-04-02,Ямало-Ненецкий автономный округ,3.25
2020-04-02,Брянская область,3.6
2020-04-02,Архангельская область,3.533333333333333
2020-04-02,Забайкальский край,3.5
2020-04-02,Оренбургская область,3.575
2020-04-02,Сахалинская область,2.8
2020-04-02,Удмуртская Республика,3.65
2020-04-02,Рязанская область,3.3
2020-04-02,Республика Саха (Якутия),3.45
2020-04-02,Костромская область,3.6
2020-04-02,Самарская область,3.533333333333333
2020-04-02,Тюменская область,3.3333333333333335
2020-04-02,Республика Карелия,3.7
2020-04-02,Ярославская область,3.4
2020-04-02,Воронежская область,3.425
2020-04-02,Чеченская Республика,3.575
2020-04-02,Республика Ингушетия,3.3
2020-04-02,Республика Калмыкия,3.6
2020-04-02,Астраханская область,3.7
2020-04-02,Курская область,3.45
2020-04-02,Псковская область,3.45
2020-04-02,Новосибирская область,3.266666666666666
2020-04-02,Республика Татарстан,3.933333333333333
2020-04-02,Республика Крым,3.75
2020-04-02,Ханты-Мансийский автономный округ - Югра,3.283333333333333
2020-04-02,Кабардино-Балкарская Республика,3.6500000000000004
