"date","state","si"
2020-03-24,Челябинская область,1.6749999999999998
2020-03-24,Хабаровский край,1.2
2020-03-24,Липецкая область,1.4500000000000002
2020-03-24,Ульяновская область,1.5499999999999998
2020-03-24,Томская область,1.7000000000000002
2020-03-24,Республика Коми,1.7666666666666666
2020-03-24,Смоленская область,1.4666666666666668
2020-03-24,Курганская область,1.4
2020-03-24,Москва,1.6659090909090908
2020-03-24,Свердловская область,1.5333333333333334
2020-03-24,Тверская область,1.35
2020-03-24,Краснодарский край,1.3866666666666665
2020-03-24,Орловская область,1.2
2020-03-24,Курская область,1.6
2020-03-24,Республика Северная Осетия — Алания,1.4
2020-03-24,Республика Саха (Якутия),1.85
2020-03-24,Санкт-Петербург и Ленинградская область,1.6153846153846154
2020-03-24,Саратовская область,1.7399999999999998
2020-03-24,Новгородская область,1.35
2020-03-24,Псковская область,1.4
2020-03-24,Кабардино-Балкарская Республика,1.65
2020-03-24,Чувашская Республика,1.5
2020-03-24,Республика Крым,2.016666666666666
2020-03-24,Республика Татарстан,1.6222222222222225
2020-03-24,Новосибирская область,1.4666666666666668
2020-03-24,Красноярский край,1.775
2020-03-24,Калужская область,1.15
2020-03-24,Приморский край,1.04
2020-03-24,Астраханская область,1.2
2020-03-24,Ямало-Ненецкий автономный округ,1.4
2020-03-24,Ивановская область,1.3999999999999997
2020-03-24,Республика Адыгея,1.2
2020-03-24,Ярославская область,1.35
2020-03-24,Республика Хакасия,1.45
2020-03-24,Костромская область,1.1
2020-03-24,Республика Калмыкия,1.5
2020-03-24,Воронежская область,1.5750000000000002
2020-03-24,Чеченская Республика,1.6500000000000001
2020-03-24,Республика Ингушетия,0.8
2020-03-24,Брянская область,1.4
2020-03-24,Удмуртская Республика,1.475
2020-03-24,Забайкальский край,1.7
2020-03-24,Омская область,1.2
2020-03-24,Рязанская область,1.2
2020-03-24,Архангельская область,1.7333333333333332
2020-03-24,Сахалинская область,0.8
2020-03-24,Оренбургская область,1.5250000000000001
2020-03-24,Самарская область,1.8333333333333333
2020-03-24,Республика Карелия,1.6
2020-03-24,Тюменская область,1.3999999999999997
2020-03-24,Алтайский край,1.45
2020-03-24,Республика Дагестан,1.3
2020-03-24,Белгородская область,1.4000000000000001
2020-03-24,Республика Мордовия,1.2
2020-03-24,Камчатский край,1.4
2020-03-24,Калининградская область,1.2
2020-03-24,Ростовская область,1.6272727272727272
2020-03-24,Владимирская область,1.3800000000000001
2020-03-24,Ставропольский край,1.3666666666666667
2020-03-24,Тамбовская область,1.45
2020-03-24,Нижегородская область,1.3875000000000002
2020-03-24,Республика Алтай,0.8
2020-03-24,Еврейская автономная область,1.1
2020-03-24,Карачаево-Черкесская Республика,1.2
2020-03-24,Тульская область,1.7999999999999998
2020-03-24,Вологодская область,1.25
2020-03-24,Мурманская область,2.033333333333333
2020-03-24,Ханты-Мансийский автономный округ - Югра,1.4333333333333333
2020-03-24,Кировская область,1.6
2020-03-24,Пензенская область,1.4666666666666668
2020-03-25,Владимирская область,1.3
2020-03-25,Республика Саха (Якутия),1.9000000000000001
2020-03-25,Республика Мордовия,1.1
2020-03-25,Республика Коми,1.8
2020-03-25,Республика Дагестан,1.3666666666666665
2020-03-25,Белгородская область,1.3333333333333333
2020-03-25,Томская область,1.7000000000000002
2020-03-25,Хабаровский край,1.25
2020-03-25,Липецкая область,1.4
2020-03-25,Ставропольский край,1.2666666666666666
2020-03-25,Курганская область,1.45
2020-03-25,Смоленская область,1.3666666666666665
2020-03-25,Краснодарский край,1.2866666666666666
2020-03-25,Орловская область,1.2
2020-03-25,Пермский край,1.6285714285714286
2020-03-25,Тверская область,1.3
2020-03-25,Амурская область,1.1666666666666667
2020-03-25,Республика Тыва,0.6
2020-03-25,Ханты-Мансийский автономный округ - Югра,1.4166666666666667
2020-03-25,Нижегородская область,1.25
2020-03-25,Иркутская область,1.5999999999999999
2020-03-25,Республика Бурятия,1.4
2020-03-25,Вологодская область,1.25
2020-03-25,Республика Калмыкия,1.6
2020-03-25,Карачаево-Черкесская Республика,1.2
2020-03-25,Республика Ингушетия,0.9
2020-03-25,Воронежская область,1.5
2020-03-25,Чеченская Республика,1.875
2020-03-25,Ярославская область,1.3
2020-03-25,Костромская область,1.1
2020-03-25,Приморский край,1.1
2020-03-25,Калужская область,1.05
2020-03-25,Красноярский край,1.75
2020-03-25,Республика Адыгея,1.1
2020-03-25,Ивановская область,1.3666666666666665
2020-03-25,Еврейская автономная область,1.1
2020-03-25,Удмуртская Республика,1.45
2020-03-25,Республика Башкортостан,1.7916666666666667
2020-03-25,Сахалинская область,0.8
2020-03-25,Оренбургская область,1.575
2020-03-25,Курская область,1.45
2020-03-25,Архангельская область,1.7333333333333332
2020-03-25,Псковская область,1.35
2020-03-25,Москва,1.5954545454545455
2020-03-25,Республика Крым,1.9666666666666668
2020-03-25,Новгородская область,1.25
2020-03-25,Саратовская область,1.7
2020-03-25,Рязанская область,1.1
2020-03-25,Калининградская область,1.2
2020-03-25,Тюменская область,1.4333333333333336
2020-03-25,Республика Карелия,1.6
2020-03-25,Чувашская Республика,1.4
2020-03-25,Самарская область,1.7833333333333332
2020-03-25,Санкт-Петербург и Ленинградская область,1.6
2020-03-25,Республика Хакасия,1.4500000000000002
2020-03-25,Республика Татарстан,1.5666666666666667
2020-03-25,Новосибирская область,1.4333333333333336
2020-03-25,Омская область,1.3
2020-03-25,Алтайский край,1.4249999999999998
2020-03-25,Брянская область,1.45
2020-03-25,Кемеровская область (Кузбасс),1.688888888888889
2020-03-25,Астраханская область,1.3
2020-03-25,Забайкальский край,2
2020-03-25,Республика Марий Эл,1.3
2020-03-25,Волгоградская область,1.475
2020-03-25,Магаданская область,0.8
2020-03-25,Республика Алтай,0.7
2020-03-25,Ямало-Ненецкий автономный округ,1.35
2020-03-25,Мурманская область,2.1
2020-03-25,Тульская область,1.7333333333333334
2020-03-25,Пензенская область,1.3666666666666665
2020-03-25,Кировская область,1.5
2020-03-25,Кабардино-Балкарская Республика,1.6
2020-03-25,Ульяновская область,1.4500000000000002
2020-03-25,Камчатский край,1.2
2020-03-25,Челябинская область,1.6374999999999997
2020-03-25,Ростовская область,1.4909090909090907
2020-03-25,Республика Северная Осетия — Алания,1.5
2020-03-25,Тамбовская область,1.35
2020-03-25,Свердловская область,1.55
2020-03-26,Краснодарский край,1.3333333333333333
2020-03-26,Орловская область,1.2
2020-03-26,Тверская область,1.25
2020-03-26,Белгородская область,1.2666666666666666
2020-03-26,Калининградская область,1.2
2020-03-26,Республика Дагестан,1.4166666666666667
2020-03-26,Республика Мордовия,1.1
2020-03-26,Курганская область,1.5
2020-03-26,Смоленская область,1.4000000000000001
2020-03-26,Владимирская область,1.2399999999999998
2020-03-26,Томская область,1.75
2020-03-26,Липецкая область,1.35
2020-03-26,Хабаровский край,1.3
2020-03-26,Республика Коми,1.9666666666666666
2020-03-26,Пермский край,1.657142857142857
2020-03-26,Ставропольский край,1.3555555555555554
2020-03-26,Нижегородская область,1.1749999999999998
2020-03-26,Кемеровская область (Кузбасс),1.677777777777778
2020-03-26,Республика Бурятия,1.4
2020-03-26,Карачаево-Черкесская Республика,1.3
2020-03-26,Иркутская область,1.5666666666666667
2020-03-26,Вологодская область,1.25
2020-03-26,Республика Тыва,0.7
2020-03-26,Амурская область,1.3333333333333333
2020-03-26,Костромская область,1.1
2020-03-26,Республика Адыгея,1.3
2020-03-26,Ярославская область,1.3
2020-03-26,Ивановская область,1.3666666666666665
2020-03-26,Чеченская Республика,1.925
2020-03-26,Ямало-Ненецкий автономный округ,1.4
2020-03-26,Воронежская область,1.525
2020-03-26,Приморский край,1.14
2020-03-26,Калужская область,1.05
2020-03-26,Красноярский край,1.7625000000000002
2020-03-26,Республика Ингушетия,0.9
2020-03-26,Республика Калмыкия,1.5
2020-03-26,Удмуртская Республика,1.4
2020-03-26,Республика Крым,1.9500000000000002
2020-03-26,Архангельская область,1.8
2020-03-26,Ханты-Мансийский автономный округ - Югра,1.5333333333333332
2020-03-26,Сахалинская область,0.9
2020-03-26,Оренбургская область,1.65
2020-03-26,Псковская область,1.2999999999999998
2020-03-26,Курская область,1.5
2020-03-26,Самарская область,1.75
2020-03-26,Саратовская область,1.64
2020-03-26,Кабардино-Балкарская Республика,1.7000000000000002
2020-03-26,Республика Саха (Якутия),2.15
2020-03-26,Тюменская область,1.5
2020-03-26,Новгородская область,1.25
2020-03-26,Республика Карелия,1.6
2020-03-26,Республика Северная Осетия — Алания,1.6
2020-03-26,Рязанская область,1
2020-03-26,Чувашская Республика,1.4
2020-03-26,Забайкальский край,2
2020-03-26,Новосибирская область,1.4666666666666668
2020-03-26,Республика Татарстан,1.5777777777777777
2020-03-26,Брянская область,1.4
2020-03-26,Омская область,1.3
2020-03-26,Астраханская область,1.2
2020-03-26,Алтайский край,1.4249999999999998
2020-03-26,Республика Хакасия,1.35
2020-03-26,Еврейская автономная область,1.2
2020-03-26,Пензенская область,1.3
2020-03-26,Кировская область,1.5
2020-03-26,Магаданская область,0.7
2020-03-26,Тульская область,1.666666666666667
2020-03-26,Волгоградская область,1.4000000000000001
2020-03-26,Республика Марий Эл,1.2
2020-03-26,Мурманская область,2.1666666666666665
2020-03-26,Республика Алтай,0.7
2020-03-26,Санкт-Петербург и Ленинградская область,1.6153846153846156
2020-03-26,Челябинская область,1.7125
2020-03-26,Тамбовская область,1.3
2020-03-26,Республика Башкортостан,1.8
2020-03-26,Ульяновская область,1.4500000000000002
2020-03-26,Свердловская область,1.6583333333333334
2020-03-26,Ростовская область,1.5
2020-03-26,Москва,1.593181818181818
2020-03-26,Камчатский край,1.3
2020-03-27,Самарская область,1.6833333333333333
2020-03-27,Пермский край,1.6428571428571428
2020-03-27,Республика Карелия,1.6
2020-03-27,Тюменская область,1.4333333333333333
2020-03-27,Чувашская Республика,1.3
2020-03-27,Еврейская автономная область,1.2
2020-03-27,Рязанская область,1
2020-03-27,Новгородская область,1.25
2020-03-27,Саратовская область,1.6
2020-03-27,Брянская область,1.45
2020-03-27,Карачаево-Черкесская Республика,1.3
2020-03-27,Москва,1.5681818181818186
2020-03-27,Астраханская область,1.3
2020-03-27,Забайкальский край,1.9
2020-03-27,Республика Хакасия,1.4
2020-03-27,Санкт-Петербург и Ленинградская область,1.5615384615384613
2020-03-27,Республика Башкортостан,1.7916666666666667
2020-03-27,Новосибирская область,1.5333333333333332
2020-03-27,Республика Татарстан,1.5222222222222221
2020-03-27,Тульская область,1.6833333333333336
2020-03-27,Мурманская область,2.3000000000000003
2020-03-27,Кировская область,1.45
2020-03-27,Пензенская область,1.2666666666666666
2020-03-27,Республика Марий Эл,1.15
2020-03-27,Волгоградская область,1.3249999999999997
2020-03-27,Магаданская область,0.9
2020-03-27,Республика Саха (Якутия),2
2020-03-27,Республика Алтай,0.7
2020-03-27,Свердловская область,1.625
2020-03-27,Тамбовская область,1.3
2020-03-27,Ульяновская область,1.4
2020-03-27,Камчатский край,1.3
2020-03-27,Челябинская область,1.775
2020-03-27,Ростовская область,1.5363636363636362
2020-03-27,Курганская область,1.4
2020-03-27,Смоленская область,1.3666666666666665
2020-03-27,Кабардино-Балкарская Республика,1.85
2020-03-27,Ставропольский край,1.3444444444444446
2020-03-27,Ямало-Ненецкий автономный округ,1.45
2020-03-27,Краснодарский край,1.3533333333333333
2020-03-27,Орловская область,1.2
2020-03-27,Ханты-Мансийский автономный округ - Югра,1.5499999999999998
2020-03-27,Тверская область,1.35
2020-03-27,Владимирская область,1.22
2020-03-27,Республика Северная Осетия — Алания,1.5
2020-03-27,Томская область,1.8
2020-03-27,Липецкая область,1.2999999999999998
2020-03-27,Хабаровский край,1.4
2020-03-27,Республика Коми,1.9666666666666666
2020-03-27,Республика Мордовия,1
2020-03-27,Республика Дагестан,1.6666666666666667
2020-03-27,Белгородская область,1.2333333333333334
2020-03-27,Республика Бурятия,1.5
2020-03-27,Иркутская область,1.5499999999999998
2020-03-27,Вологодская область,1.35
2020-03-27,Алтайский край,1.5
2020-03-27,Республика Тыва,0.7
2020-03-27,Омская область,1.4
2020-03-27,Амурская область,1.2333333333333334
2020-03-27,Нижегородская область,1.1375
2020-03-27,Приморский край,1.28
2020-03-27,Красноярский край,1.7249999999999999
2020-03-27,Калужская область,1.1
2020-03-27,Удмуртская Республика,1.4
2020-03-27,Республика Адыгея,1.4
2020-03-27,Ивановская область,1.3333333333333333
2020-03-27,Республика Ингушетия,1.1
2020-03-27,Воронежская область,1.45
2020-03-27,Чеченская Республика,2.175
2020-03-27,Республика Калмыкия,1.7
2020-03-27,Калининградская область,1.2
2020-03-27,Костромская область,1.1
2020-03-27,Ярославская область,1.3
2020-03-27,Республика Крым,2
2020-03-27,Кемеровская область (Кузбасс),1.7000000000000002
2020-03-27,Курская область,1.45
2020-03-27,Оренбургская область,1.625
2020-03-27,Сахалинская область,0.9
2020-03-27,Архангельская область,1.8666666666666665
2020-03-27,Псковская область,1.35
2020-03-28,Пермский край,3.0285714285714285
2020-03-28,Чувашская Республика,2.5999999999999996
2020-03-28,Рязанская область,2.7
2020-03-28,Саратовская область,3.0200000000000005
2020-03-28,Республика Карелия,3.3
2020-03-28,Новгородская область,2.9
2020-03-28,Тюменская область,3.033333333333333
2020-03-28,Самарская область,2.9
2020-03-28,Ямало-Ненецкий автономный округ,2.95
2020-03-28,Астраханская область,2.6
2020-03-28,Республика Хакасия,2.7
2020-03-28,Республика Татарстан,2.822222222222223
2020-03-28,Новосибирская область,2.8333333333333335
2020-03-28,Забайкальский край,3.1
2020-03-28,Брянская область,2.7
2020-03-28,Республика Алтай,2.3
2020-03-28,Карачаево-Черкесская Республика,2.6
2020-03-28,Кировская область,3.05
2020-03-28,Пензенская область,2.8333333333333335
2020-03-28,Магаданская область,2.9
2020-03-28,Мурманская область,3.8666666666666667
2020-03-28,Волгоградская область,2.65
2020-03-28,Тульская область,2.8000000000000003
2020-03-28,Республика Марий Эл,2.55
2020-03-28,Калининградская область,2.7
2020-03-28,Ростовская область,2.790909090909091
2020-03-28,Свердловская область,3.116666666666666
2020-03-28,Камчатский край,3
2020-03-28,Челябинская область,3.175
2020-03-28,Тамбовская область,2.75
2020-03-28,Санкт-Петербург и Ленинградская область,2.838461538461538
2020-03-28,Кемеровская область (Кузбасс),2.911111111111111
2020-03-28,Ульяновская область,2.7
2020-03-28,Республика Коми,3.3666666666666667
2020-03-28,Томская область,3.2
2020-03-28,Хабаровский край,2.85
2020-03-28,Липецкая область,2.95
2020-03-28,Ставропольский край,3.011111111111111
2020-03-28,Белгородская область,2.7000000000000006
2020-03-28,Республика Дагестан,2.266666666666667
2020-03-28,Республика Мордовия,2.8
2020-03-28,Еврейская автономная область,2.8
2020-03-28,Краснодарский край,2.4799999999999995
2020-03-28,Орловская область,2.9
2020-03-28,Тверская область,2.6500000000000004
2020-03-28,Курганская область,2.95
2020-03-28,Смоленская область,2.466666666666667
2020-03-28,Владимирская область,2.62
2020-03-28,Москва,2.724999999999999
2020-03-28,Вологодская область,3.2
2020-03-28,Алтайский край,2.9
2020-03-28,Амурская область,2.6
2020-03-28,Республика Тыва,1.7
2020-03-28,Республика Башкортостан,2.983333333333333
2020-03-28,Нижегородская область,2.6625
2020-03-28,Омская область,2.8
2020-03-28,Иркутская область,2.7999999999999994
2020-03-28,Республика Бурятия,2.8
2020-03-28,Ханты-Мансийский автономный округ - Югра,3.0666666666666664
2020-03-28,Удмуртская Республика,3
2020-03-28,Республика Адыгея,2.7
2020-03-28,Ярославская область,2.7
2020-03-28,Ивановская область,2.766666666666667
2020-03-28,Республика Саха (Якутия),3.35
2020-03-28,Костромская область,2.9
2020-03-28,Республика Калмыкия,3
2020-03-28,Чеченская Республика,2.85
2020-03-28,Приморский край,2.5
2020-03-28,Воронежская область,2.775
2020-03-28,Красноярский край,3.15
2020-03-28,Республика Ингушетия,1.6
2020-03-28,Калужская область,2.5
2020-03-28,Псковская область,2.95
2020-03-28,Кабардино-Балкарская Республика,2.9
2020-03-28,Курская область,2.8499999999999996
2020-03-28,Архангельская область,3.4
2020-03-28,Республика Крым,3.1666666666666665
2020-03-28,Оренбургская область,3.075
2020-03-28,Сахалинская область,2.6
2020-03-28,Республика Северная Осетия — Алания,2.4
2020-03-29,Пермский край,3.557142857142857
2020-03-29,Республика Хакасия,3.25
2020-03-29,Удмуртская Республика,3.5500000000000003
2020-03-29,Забайкальский край,3.5999999999999996
2020-03-29,Республика Калмыкия,3.8
2020-03-29,Республика Ингушетия,2.4
2020-03-29,Ханты-Мансийский автономный округ - Югра,3.6
2020-03-29,Чеченская Республика,3.5999999999999996
2020-03-29,Воронежская область,3.25
2020-03-29,Ярославская область,3.45
2020-03-29,Брянская область,3.25
2020-03-29,Калининградская область,3.9
2020-03-29,Костромская область,3.6
2020-03-29,Рязанская область,3.3
2020-03-29,Оренбургская область,3.6499999999999995
2020-03-29,Сахалинская область,3.2
2020-03-29,Архангельская область,3.7999999999999994
2020-03-29,Самарская область,3.4333333333333336
2020-03-29,Тюменская область,3.466666666666667
2020-03-29,Республика Карелия,3.9
2020-03-29,Еврейская автономная область,3.3
2020-03-29,Ставропольский край,3.4555555555555557
2020-03-29,Ростовская область,3.463636363636363
2020-03-29,Камчатский край,3.6
2020-03-29,Республика Северная Осетия — Алания,3
2020-03-29,Владимирская область,3.2600000000000002
2020-03-29,Тамбовская область,3.3
2020-03-29,Кабардино-Балкарская Республика,3.4
2020-03-29,Республика Мордовия,3.4
2020-03-29,Белгородская область,3.3666666666666667
2020-03-29,Республика Дагестан,2.65
2020-03-29,Республика Алтай,2.8
2020-03-29,Вологодская область,3.8499999999999996
2020-03-29,Пензенская область,3.3333333333333335
2020-03-29,Кировская область,3.45
2020-03-29,Тульская область,3.3333333333333335
2020-03-29,Нижегородская область,3.1625
2020-03-29,Мурманская область,4.2
2020-03-29,Республика Тыва,2.5
2020-03-29,Амурская область,3.1666666666666665
2020-03-29,Республика Саха (Якутия),3.8
2020-03-29,Республика Марий Эл,3.15
2020-03-29,Волгоградская область,3.2
2020-03-29,Магаданская область,3.7
2020-03-29,Республика Бурятия,3.8
2020-03-29,Иркутская область,3.366666666666667
2020-03-29,Хабаровский край,3.35
2020-03-29,Липецкая область,3.4
2020-03-29,Томская область,3.65
2020-03-29,Санкт-Петербург и Ленинградская область,3.484615384615385
2020-03-29,Алтайский край,3.3
2020-03-29,Республика Коми,3.9
2020-03-29,Свердловская область,3.483333333333333
2020-03-29,Ульяновская область,3.1500000000000004
2020-03-29,Тверская область,3.3499999999999996
2020-03-29,Краснодарский край,3.0933333333333333
2020-03-29,Орловская область,3.6
2020-03-29,Ямало-Ненецкий автономный округ,3.45
2020-03-29,Челябинская область,3.6125
2020-03-29,Смоленская область,3.033333333333333
2020-03-29,Омская область,3.5
2020-03-29,Курганская область,3.4
2020-03-29,Чувашская Республика,3.3
2020-03-29,Псковская область,3.75
2020-03-29,Курская область,3.4
2020-03-29,Республика Крым,3.8833333333333333
2020-03-29,Новгородская область,3.75
2020-03-29,Саратовская область,3.4199999999999995
2020-03-29,Кемеровская область (Кузбасс),3.2777777777777777
2020-03-29,Москва,3.2749999999999986
2020-03-29,Астраханская область,3.5
2020-03-29,Республика Башкортостан,3.591666666666667
2020-03-29,Ивановская область,3.3333333333333335
2020-03-29,Республика Адыгея,3.4
2020-03-29,Калужская область,3.15
2020-03-29,Республика Татарстан,3.3666666666666667
2020-03-29,Красноярский край,3.6875
2020-03-29,Новосибирская область,3.3333333333333335
2020-03-29,Приморский край,3.04
2020-03-29,Карачаево-Черкесская Республика,3.1
2020-03-30,Удмуртская Республика,3
2020-03-30,Брянская область,2.8499999999999996
2020-03-30,Пермский край,3.0714285714285716
2020-03-30,Забайкальский край,2.95
2020-03-30,Костромская область,3.1
2020-03-30,Республика Хакасия,2.5
2020-03-30,Ярославская область,3.15
2020-03-30,Воронежская область,2.9
2020-03-30,Чеченская Республика,3.6500000000000004
2020-03-30,Республика Ингушетия,2.9
2020-03-30,Республика Саха (Якутия),3.15
2020-03-30,Республика Калмыкия,3.3
2020-03-30,Республика Северная Осетия — Алания,2.8
2020-03-30,Тюменская область,2.933333333333333
2020-03-30,Республика Карелия,3.1
2020-03-30,Самарская область,2.983333333333333
2020-03-30,Ямало-Ненецкий автономный округ,2.9000000000000004
2020-03-30,Рязанская область,2.7
2020-03-30,Кабардино-Балкарская Республика,3.25
2020-03-30,Архангельская область,3.1666666666666665
2020-03-30,Оренбургская область,3.075
2020-03-30,Сахалинская область,2.3
2020-03-30,Кемеровская область (Кузбасс),2.522222222222222
2020-03-30,Тамбовская область,2.85
2020-03-30,Ставропольский край,3.066666666666667
2020-03-30,Камчатский край,2.3
2020-03-30,Республика Дагестан,2.8833333333333333
2020-03-30,Белгородская область,2.8000000000000003
2020-03-30,Республика Мордовия,2.7
2020-03-30,Ростовская область,3.0090909090909093
2020-03-30,Владимирская область,3
2020-03-30,Ханты-Мансийский автономный округ - Югра,2.8666666666666667
2020-03-30,Вологодская область,3.25
2020-03-30,Мурманская область,3.6
2020-03-30,Тульская область,3.0833333333333335
2020-03-30,Пензенская область,2.9333333333333336
2020-03-30,Кировская область,2.9
2020-03-30,Москва,3.2499999999999996
2020-03-30,Нижегородская область,2.8375
2020-03-30,Республика Алтай,1.8
2020-03-30,Республика Башкортостан,3.1750000000000003
2020-03-30,Иркутская область,2.9166666666666665
2020-03-30,Республика Бурятия,3.3
2020-03-30,Амурская область,2.2666666666666666
2020-03-30,Карачаево-Черкесская Республика,2.9
2020-03-30,Магаданская область,2.2
2020-03-30,Калининградская область,3
2020-03-30,Республика Тыва,1.8
2020-03-30,Волгоградская область,2.6750000000000003
2020-03-30,Республика Марий Эл,2.8
2020-03-30,Свердловская область,2.9416666666666664
2020-03-30,Алтайский край,2.625
2020-03-30,Смоленская область,2.766666666666667
2020-03-30,Курганская область,2.6500000000000004
2020-03-30,Еврейская автономная область,2.2
2020-03-30,Тверская область,3.05
2020-03-30,Краснодарский край,2.7600000000000002
2020-03-30,Орловская область,2.9
2020-03-30,Челябинская область,3.125
2020-03-30,Республика Коми,3.1666666666666665
2020-03-30,Омская область,2.8
2020-03-30,Липецкая область,2.9
2020-03-30,Хабаровский край,2.45
2020-03-30,Томская область,2.8
2020-03-30,Ульяновская область,2.9
2020-03-30,Республика Крым,3.3166666666666664
2020-03-30,Чувашская Республика,2.8
2020-03-30,Курская область,2.8499999999999996
2020-03-30,Псковская область,3.05
2020-03-30,Саратовская область,2.88
2020-03-30,Новгородская область,2.8499999999999996
2020-03-30,Астраханская область,2.9
2020-03-30,Калужская область,2.85
2020-03-30,Красноярский край,3.0499999999999994
2020-03-30,Приморский край,2.28
2020-03-30,Ивановская область,3.1
2020-03-30,Санкт-Петербург и Ленинградская область,3.0999999999999996
2020-03-30,Республика Адыгея,3.1
2020-03-30,Новосибирская область,2.6
2020-03-30,Республика Татарстан,3.0222222222222226
2020-03-31,Свердловская область,3.1250000000000004
2020-03-31,Кировская область,3.15
2020-03-31,Пензенская область,3.0666666666666664
2020-03-31,Кемеровская область (Кузбасс),2.5333333333333337
2020-03-31,Пермский край,3.185714285714286
2020-03-31,Тульская область,3.3833333333333333
2020-03-31,Мурманская область,3.733333333333333
2020-03-31,Челябинская область,3.2375
2020-03-31,Республика Алтай,2
2020-03-31,Ульяновская область,3.1500000000000004
2020-03-31,Тамбовская область,3.05
2020-03-31,Калининградская область,3.5
2020-03-31,Магаданская область,2.2
2020-03-31,Ростовская область,3.1818181818181817
2020-03-31,Ханты-Мансийский автономный округ - Югра,2.983333333333333
2020-03-31,Камчатский край,2.4
2020-03-31,Волгоградская область,2.75
2020-03-31,Республика Марий Эл,3.2
2020-03-31,Астраханская область,3.4
2020-03-31,Самарская область,3.0500000000000003
2020-03-31,Республика Карелия,3.2
2020-03-31,Тюменская область,3.033333333333333
2020-03-31,Республика Татарстан,3.211111111111111
2020-03-31,Новосибирская область,2.6333333333333333
2020-03-31,Рязанская область,3.2
2020-03-31,Забайкальский край,3.05
2020-03-31,Республика Северная Осетия — Алания,3
2020-03-31,Ямало-Ненецкий автономный округ,2.95
2020-03-31,Чувашская Республика,3.0999999999999996
2020-03-31,Брянская область,3.25
2020-03-31,Кабардино-Балкарская Республика,3.3
2020-03-31,Саратовская область,3.08
2020-03-31,Новгородская область,3.1500000000000004
2020-03-31,Республика Хакасия,2.55
2020-03-31,Ивановская область,3.366666666666667
2020-03-31,Республика Адыгея,3.2
2020-03-31,Красноярский край,3.1
2020-03-31,Калужская область,3.2
2020-03-31,Санкт-Петербург и Ленинградская область,3.3230769230769233
2020-03-31,Приморский край,2.44
2020-03-31,Архангельская область,3.3333333333333335
2020-03-31,Оренбургская область,3.2250000000000005
2020-03-31,Сахалинская область,2.6
2020-03-31,Республика Крым,3.433333333333333
2020-03-31,Удмуртская Республика,3.125
2020-03-31,Алтайский край,2.875
2020-03-31,Республика Саха (Якутия),3.35
2020-03-31,Ярославская область,3.3
2020-03-31,Костромская область,3.3
2020-03-31,Псковская область,3.2
2020-03-31,Курская область,3.25
2020-03-31,Омская область,3
2020-03-31,Республика Калмыкия,3.6
2020-03-31,Чеченская Республика,3.6750000000000003
2020-03-31,Воронежская область,3.025
2020-03-31,Республика Ингушетия,3.3
2020-03-31,Республика Башкортостан,3.258333333333333
2020-03-31,Тверская область,3.15
2020-03-31,Орловская область,3.3
2020-03-31,Краснодарский край,2.833333333333334
2020-03-31,Вологодская область,3.55
2020-03-31,Смоленская область,2.966666666666667
2020-03-31,Курганская область,2.75
2020-03-31,Липецкая область,3.3499999999999996
2020-03-31,Хабаровский край,2.7
2020-03-31,Москва,3.4636363636363643
2020-03-31,Томская область,2.85
2020-03-31,Нижегородская область,3.3000000000000003
2020-03-31,Карачаево-Черкесская Республика,2.8
2020-03-31,Республика Коми,3.4
2020-03-31,Ставропольский край,3
2020-03-31,Еврейская автономная область,2.4
2020-03-31,Республика Бурятия,3.5
2020-03-31,Иркутская область,3.033333333333333
2020-03-31,Белгородская область,3.0666666666666664
2020-03-31,Республика Дагестан,3.1166666666666667
2020-03-31,Республика Мордовия,3
2020-03-31,Республика Тыва,1.9
2020-03-31,Амурская область,2.466666666666667
2020-03-31,Владимирская область,3.38
2020-04-01,Республика Алтай,2.4
2020-04-01,Свердловская область,3.2583333333333333
2020-04-01,Республика Северная Осетия — Алания,3.2
2020-04-01,Пермский край,3.042857142857143
2020-04-01,Мурманская область,3.8000000000000003
2020-04-01,Ульяновская область,3.45
2020-04-01,Тульская область,3.4000000000000004
2020-04-01,Кировская область,3.55
2020-04-01,Пензенская область,3.5
2020-04-01,Кабардино-Балкарская Республика,3.4
2020-04-01,Челябинская область,3.5
2020-04-01,Камчатский край,2.5
2020-04-01,Ростовская область,3.5
2020-04-01,Республика Саха (Якутия),3.45
2020-04-01,Республика Марий Эл,3.55
2020-04-01,Волгоградская область,3.325
2020-04-01,Тамбовская область,3.3499999999999996
2020-04-01,Магаданская область,2.5
2020-04-01,Рязанская область,3.3
2020-04-01,Республика Башкортостан,3.7416666666666667
2020-04-01,Астраханская область,3.7
2020-04-01,Республика Карелия,3.7
2020-04-01,Тюменская область,3.1999999999999997
2020-04-01,Самарская область,3.4499999999999997
2020-04-01,Москва,3.4840909090909093
2020-04-01,Новосибирская область,3.266666666666666
2020-04-01,Республика Татарстан,3.822222222222222
2020-04-01,Республика Хакасия,2.9000000000000004
2020-04-01,Чувашская Республика,3.4000000000000004
2020-04-01,Еврейская автономная область,2.7
2020-04-01,Брянская область,3.5
2020-04-01,Новгородская область,3.5
2020-04-01,Ханты-Мансийский автономный округ - Югра,3.15
2020-04-01,Саратовская область,3.28
2020-04-01,Забайкальский край,3.35
2020-04-01,Кемеровская область (Кузбасс),2.777777777777778
2020-04-01,Красноярский край,3.1875
